Step -1, training acc: 0.800, instruction: 
Step 127, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 128, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 128, training acc: 0.900, instruction: True and False and not (False or True) is False
Step 128, training acc: 0.760, instruction: False or True or not True
Step 128, training acc: 0.580, instruction: Not True and not False and not (False or True or not True)
Step 128, training acc: 0.500, instruction: Not ( not ( True and not False ) and True )
Step 128, training acc: 0.660, instruction: Not (True or not False) or False
Step 128, training acc: 0.720, instruction: Not True or not False
Step 129, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 129, training acc: 0.840, instruction: True and False and (True and False and not True) is False
Step 129, training acc: 0.860, instruction: False and True and ( not False ) is False
Step 129, training acc: 0.940, instruction: False and not (True and not False) and (not False) is False
Step 129, training acc: 0.900, instruction: False and not (True or not False) and (not False) is False
Step 129, training acc: 0.520, instruction: False and not (False or True)
Step 129, training acc: 0.920, instruction: False and not (False and not False) and (not False) is False
Step 130, training acc: 0.940, instruction: False and not (True and not False) is False
Step 130, training acc: 0.900, instruction: False and not (True or not False) and (not False) is False
Step 130, training acc: 0.920, instruction: False and False and (False or not False or not not True) is False
Step 130, training acc: 0.520, instruction: True and not (False or True) or (not False)
Step 130, training acc: 0.880, instruction: True and not (not True) is True
Step 130, training acc: 0.800, instruction: 
Step 130, training acc: 0.580, instruction: True and not True and not False or True and not False
Step 130, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 131, training acc: 0.680, instruction: False and (False or not False)
Step 131, training acc: 0.580, instruction: Not (not False) and not False and (False or not False)
Step 131, training acc: 0.620, instruction: Not (False or True) and not False
Step 131, training acc: 0.680, instruction: False and (False or not False)
Step 131, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 131, training acc: 0.660, instruction: Not (not True) and not False
Step 132, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 132, training acc: 0.760, instruction: True or False
Step 132, training acc: 0.820, instruction: False or not True
Step 132, training acc: 0.400, instruction: Not ( False and True ) or ( not False )
Step 132, training acc: 0.900, instruction: False and not (True or not False) and (not False) is False
Step 133, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 133, training acc: 0.800, instruction: False or True and not False
Step 133, training acc: 0.520, instruction: Not ( False or not True ) and not not ( True and False )
Step 133, training acc: 0.680, instruction: Not (False or not False) is not False
Step 133, training acc: 0.600, instruction: Not not ( True or False ) and not False
Step 133, training acc: 0.840, instruction: Not (not True) and not False is True
Step 134, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 134, training acc: 0.860, instruction: True and not (True and False) is False
Step 134, training acc: 0.560, instruction: False or True and not not True is
Step 134, training acc: 0.940, instruction: False and not (True and not False) and (not False) is False
Step 134, training acc: 0.620, instruction: Not (False or True) and not False
Step 134, training acc: 0.520, instruction: Not False and not True and not False is
Step 134, training acc: 0.880, instruction: False and (not False or not not not not True) is False
Step 134, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 135, training acc: 0.860, instruction: True and not (False or True or not True) is True
Step 135, training acc: 0.480, instruction: Not True or (not False and not False)
Step 135, training acc: 0.800, instruction: False or True and not False
Step 135, training acc: 0.900, instruction: True and False and not (False or True or not True) is False
Step 135, training acc: 0.400, instruction: False and not (False or True or not True) and (not True)
Step 135, training acc: 0.920, instruction: False and not (False and not False) and (not False) is False
Step 136, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 136, training acc: 0.560, instruction: True or False or (True or False)
Step 136, training acc: 0.820, instruction: False or True or not True or not False is False
Step 136, training acc: 0.540, instruction: Not (False or True) or not True
Step 136, training acc: 0.660, instruction: Not (False and True) and not False
Step 136, training acc: 0.700, instruction: False or (False or not True) or not False
Step 136, training acc: 0.940, instruction: False and (True and not False) is False
Step 136, training acc: 0.880, instruction: False and not (True and False and not False) and (not False) is False
Step 137, training acc: 0.940, instruction: False and not (True and not False) is False
Step 137, training acc: 0.800, instruction: Not (True or True) and False is False
Step 137, training acc: 0.800, instruction: False or True and not False
Step 137, training acc: 0.580, instruction: Not (True or not False) and False is
Step 137, training acc: 0.360, instruction: Not ( True or not False ) and not False is
Step 137, training acc: 0.980, instruction: Not (not False) and not not False is False
Step 137, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 137, training acc: 0.940, instruction: False and not (True and not False) and (not False) is False
Step 138, training acc: 0.560, instruction: True or ( True or not False )
Step 138, training acc: 0.900, instruction: Not (True and (False or False)) is False
Step 138, training acc: 0.880, instruction: True and (not False and True) is True
Step 138, training acc: 0.520, instruction: False and not (False and True)
Step 138, training acc: 0.460, instruction: False and not (False and not False) and (not False)
Step 138, training acc: 0.860, instruction: True and (False or True) is True
Step 139, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 139, training acc: 0.660, instruction: True or False and (True and not False) and not False
Step 139, training acc: 0.520, instruction: False or True and not (False and not True)
Step 139, training acc: 0.640, instruction: Not (True and not False) and not not False
Step 139, training acc: 0.540, instruction: Not (False or True)
Step 139, training acc: 0.620, instruction: False and not (not False and not False)
Step 139, training acc: 0.320, instruction: (not (not False)) or (not False)
Step 139, training acc: 0.820, instruction: False or not False or True and True is True
Step 140, training acc: 0.900, instruction: False and not (not False and True) is False
Step 140, training acc: 0.680, instruction: False or True and not not False
Step 140, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 140, training acc: 0.540, instruction: False and not (True or not not False) and (not False)
Step 140, training acc: 0.540, instruction: Not (not False and True or False and True)
Step 140, training acc: 0.480, instruction: Not (not False or not not True)
Step 141, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 141, training acc: 0.660, instruction: True or False or (True and False)
Step 141, training acc: 0.520, instruction: False or True and not (False and not False)
Step 141, training acc: 0.440, instruction: Not (False or True) and not (not True or False)
Step 141, training acc: 0.820, instruction: False or not True
Step 141, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 141, training acc: 0.480, instruction: False and not (True or False or not True or False)
Step 142, training acc: 0.700, instruction: True and False and (True or False or True)
Step 142, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 142, training acc: 0.640, instruction: Not (True and not False) and not not False
Step 142, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 142, training acc: 0.660, instruction: True and False and not (False or True)
Step 142, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 142, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 143, training acc: 0.660, instruction: True or False or (True and False)
Step 143, training acc: 0.800, instruction: False or True or not True or False is True
Step 143, training acc: 0.820, instruction: Not ( False or False and False ) is True
Step 143, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 143, training acc: 0.860, instruction: True and not False or (not False and True) is True
Step 143, training acc: 0.560, instruction: Not ( False and not False ) and ( not False )
Step 143, training acc: 0.540, instruction: True and not False and (not False or True)
Step 144, training acc: 0.580, instruction: False and not (not True or not False)
Step 144, training acc: 0.900, instruction: False and not (not False and True) is False
Step 144, training acc: 0.680, instruction: Not (not False) and not not False
Step 144, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 144, training acc: 0.820, instruction: Not (not True) and not not True is True
Step 144, training acc: 0.460, instruction: False and not (not False and True) and not (not not False)
Step 144, training acc: 0.840, instruction: True and not not False
Step 145, training acc: 0.480, instruction: Not (not (False and True)) and (not False)
Step 145, training acc: 0.460, instruction: False or True or not (not True and False)
Step 145, training acc: 0.640, instruction: True and False and (False or True)
Step 145, training acc: 0.640, instruction: Not (not True and (False and False))
Step 145, training acc: 0.620, instruction: Not not (not False and not True)
Step 145, training acc: 0.500, instruction: Not (not True or False)
Step 145, training acc: 0.920, instruction: True and not not (False or not False) is True
Step 146, training acc: 0.940, instruction: False and not (True and not False) and (not False) is False
Step 146, training acc: 0.780, instruction: True and False and (True and False)
Step 146, training acc: 0.520, instruction: False or True and not (False and not True)
Step 146, training acc: 0.720, instruction: Not (False and not False)
Step 146, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 146, training acc: 0.980, instruction: Not (not False) and not not False is False
Step 146, training acc: 0.900, instruction: False and not (True or not False) and (not False) is False
Step 147, training acc: 0.900, instruction: False and not (True or not False) and (not False) is False
Step 147, training acc: 0.600, instruction: True and False and (False or not False)
Step 147, training acc: 0.680, instruction: Not (not False) and not not False
Step 147, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 147, training acc: 0.900, instruction: False and not (True or not False) and (not False) is False
Step 147, training acc: 0.940, instruction: False and not (True and not False) and (not False) is False
Step 148, training acc: 0.920, instruction: False and not (True or not not False) and (not False) is False
Step 148, training acc: 0.500, instruction: True or False or (True and not False) or (not False and not True)
Step 148, training acc: 0.520, instruction: False or True and not (False and not True)
Step 148, training acc: 0.680, instruction: Not (not False) and not not False
Step 148, training acc: 0.500, instruction: Not (False or True) and not (False and True)
Step 148, training acc: 0.840, instruction: False or not False
Step 148, training acc: 0.520, instruction: False and (not False or not True) and (not True or True)
Step 148, training acc: 0.940, instruction: False and not (True and not False) and not (not False) is False
Step 149, training acc: 0.800, instruction: False and not (True or False) is True
Step 149, training acc: 0.900, instruction: True and not (True and not False) is True
Step 149, training acc: 0.460, instruction: False and (False or not False) or (not False)
Step 149, training acc: 0.520, instruction: Not (True and False) or not not False
Step 149, training acc: 0.920, instruction: False and not (True or not not False) and (not False) is False
Step 149, training acc: 0.500, instruction: False and not (True and not False) and not (not False)
Step 149, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 150, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 150, training acc: 0.540, instruction: True or False or (True and not False) or not False
Step 150, training acc: 0.840, instruction: False or True or not False or False is True
Step 150, training acc: 0.500, instruction: Not (False or True) and not (not True) and not (False)
Step 150, training acc: 0.620, instruction: Not True and not not (False and False)
Step 150, training acc: 0.420, instruction: Not ( True and not False and not ( False or True or not True ) )
Step 150, training acc: 0.740, instruction: False or not True or not False
Step 151, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 151, training acc: 0.900, instruction: True and not (True or False) is True
Step 151, training acc: 0.680, instruction: Not (not False) and not not False
Step 151, training acc: 0.500, instruction: Not (True or False or not False) and ( not False or not False )
Step 151, training acc: 0.860, instruction: False and not (False or True or not True) is False
Step 151, training acc: 0.920, instruction: False and not (False and not False) and (not False) is False
Step 152, training acc: 0.580, instruction: Not (not True) and (False or not False)
Step 152, training acc: 0.920, instruction: False and not (False and not False) and (not False) is False
Step 152, training acc: 0.760, instruction: False or True or not True
Step 152, training acc: 0.520, instruction: False and (not False or not True)
Step 152, training acc: 0.860, instruction: Not ( True or not False ) and not False is False
Step 152, training acc: 0.860, instruction: False and not (False or True or not True) is False
Step 152, training acc: 0.520, instruction: False and (not False or not True) and (not True or True)
Step 152, training acc: 0.680, instruction: False or not (True and not False)
Step 153, training acc: 0.500, instruction: False and not (True and not False) or (not False)
Step 153, training acc: 0.940, instruction: False and not (False or not False) and (not False) is False
Step 153, training acc: 0.800, instruction: False or True and not False
Step 153, training acc: 0.740, instruction: True and False and not (True and False and not False)
Step 153, training acc: 0.800, instruction: 
Step 153, training acc: 0.560, instruction: True and (False or not False)
Step 154, training acc: 0.460, instruction: Not (not False) or True and False is
Step 154, training acc: 0.720, instruction: Not True or not False and not True
Step 154, training acc: 0.600, instruction: Not (False or not False)
Step 154, training acc: 0.440, instruction: Not (False or True) and not (not True) and not (False or not False)
Step 154, training acc: 0.580, instruction: False and not (False or not not not False) and (not not False)
Step 154, training acc: 0.600, instruction: Not ( False or not False ) and not False
Step 154, training acc: 0.920, instruction: False and not (True or not not False) and (not False) is False
Step 155, training acc: 0.940, instruction: False and not (True and not False) is False
Step 155, training acc: 0.400, instruction: Not (True and False) or (True and not False)
Step 155, training acc: 0.740, instruction: Not ( True or False or True ) is False
Step 155, training acc: 0.540, instruction: False and not (True or not not False) and (not False)
Step 155, training acc: 0.540, instruction: Not (True or not not not False) and not ( not False or False ) and not ( not not False or not False )
Step 155, training acc: 0.520, instruction: False and not (True or False or True)
Step 156, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 156, training acc: 0.640, instruction: Not (True and not False) and not not False
Step 156, training acc: 0.680, instruction: Not (not False) and not not False
Step 156, training acc: 0.620, instruction: Not (False or True) and not False
Step 156, training acc: 0.540, instruction: False and not (False or not False) and (not False) and not (True and not not False)
Step 156, training acc: 0.440, instruction: ( False ) and not ( True or not False )
Step 156, training acc: 0.580, instruction: True and (True or False)
Step 157, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 157, training acc: 0.600, instruction: Not (False or True) or not not True
Step 157, training acc: 0.680, instruction: True and False and (True or False or not False)
Step 157, training acc: 0.660, instruction: False or (False or True) or not True
Step 157, training acc: 0.860, instruction: False and (False or not not False) and (not False) is False
Step 157, training acc: 0.780, instruction: Not False and (False or True) and not not False
Step 158, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 158, training acc: 0.560, instruction: Not (not False) and (not True)
Step 158, training acc: 0.640, instruction: Not (True and not False) and not not False
Step 158, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 158, training acc: 0.460, instruction: Not ( False or not True )
Step 158, training acc: 0.500, instruction: False and not (True and not False) and not (not False)
Step 158, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 159, training acc: 0.940, instruction: False and not (True and not False) is False
Step 159, training acc: 0.860, instruction: True and (False or True) is True
Step 159, training acc: 0.600, instruction: True and not (True and False) or not (not False or False)
Step 159, training acc: 0.680, instruction: Not (not False) and not not False
Step 159, training acc: 0.540, instruction: True and (True or False) and not (False and not True)
Step 159, training acc: 0.540, instruction: False and not (True or not not False) and (not False)
Step 159, training acc: 0.900, instruction: Not (not False) and not (False or not False) and not (True or False or True) is False
Step 160, training acc: 0.660, instruction: If A is True and B is True, then A and B is True.
Step 160, training acc: 0.920, instruction: False and not (False and not False) and (not False) is False
Step 160, training acc: 0.800, instruction: False or True and not False
Step 160, training acc: 0.680, instruction: Not (not False) and not not False
Step 160, training acc: 0.580, instruction: Not ( True or not False ) and not (not False) and (not False) and (not False)
Step 160, training acc: 0.180, instruction: False and not (False or not True and True) is
Step 160, training acc: 0.820, instruction: ( True and not True and True ) is False
Step 161, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 161, training acc: 0.520, instruction: Not (not False) and not not False and not (False or not False)
Step 161, training acc: 0.540, instruction: False or True or not (True or False or False)
Step 161, training acc: 0.940, instruction: False and (True and not False) is False
Step 161, training acc: 0.920, instruction: True and False and not (True or False or True) is False
Step 161, training acc: 0.920, instruction: False and not (False and not False) and (not False) is False
Step 162, training acc: 0.720, instruction: True and not (True and not False) and not (False or not False)
Step 162, training acc: 0.440, instruction: Not (not False) or (not True and not False)
Step 162, training acc: 0.640, instruction: Not (not False) and not not False is
Step 162, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 162, training acc: 0.480, instruction: False and not (False or not not True)
Step 162, training acc: 0.560, instruction: Not ( True and not False )
Step 162, training acc: 0.920, instruction: Not False and True and not not False is False
Step 163, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 163, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 163, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 163, training acc: 0.460, instruction: Not ( False and False and False )
Step 163, training acc: 0.680, instruction: Not (not False) and not not False
Step 163, training acc: 0.620, instruction: False and (not False or not False) and (not False)
Step 163, training acc: 0.920, instruction: Not False and True and not not False is False
Step 164, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 164, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 164, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 164, training acc: 0.680, instruction: Not (not False) and not not False
Step 164, training acc: 0.680, instruction: Not (not False) and not not False
Step 164, training acc: 0.880, instruction: False and False or not (True) is False
Step 164, training acc: 0.780, instruction: False or not not not False
Step 165, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 165, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 165, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 165, training acc: 0.880, instruction: True and False and (False or not False or not not True) is False
Step 165, training acc: 0.480, instruction: False and not (False or not not True)
Step 165, training acc: 0.360, instruction: (not (not False)) and (not (False or not False)) and (not (True or False or True))
Step 166, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 166, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 166, training acc: 0.580, instruction: False or True and not not False is
Step 166, training acc: 0.680, instruction: Not (not False) and not not False
Step 166, training acc: 0.700, instruction: True and False and (True or False or True)
Step 166, training acc: 0.700, instruction: False or not not False or not True or not False
Step 166, training acc: 0.500, instruction: False and not (True and not False) and not (not False)
Step 166, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 167, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 167, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 167, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 167, training acc: 0.680, instruction: Not (not False) and not not False
Step 167, training acc: 0.680, instruction: Not (not False) and not not False
Step 167, training acc: 0.540, instruction: Not ( ( not False ) and ( not False ) )
Step 167, training acc: 0.780, instruction: False or not not True or not False is True
Step 168, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 168, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 168, training acc: 0.900, instruction: Not (not False) and not (False or not False) and not (True or False or True) is False
Step 168, training acc: 0.680, instruction: Not (not False) and not not False
Step 168, training acc: 0.660, instruction: Not (True and False) and not (False or not False) and not (True or False or True)
Step 168, training acc: 0.680, instruction: Not (not False) and not not False
Step 168, training acc: 0.500, instruction: False and (not True or not False) and (not True or not False)
Step 168, training acc: 0.940, instruction: False and not (False or not False) and (not False) is False
Step 169, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 169, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 169, training acc: 0.900, instruction: Not (not False) and not (False or not False) and not (True or False or True) is False
Step 169, training acc: 0.680, instruction: Not (not False) and not not False
Step 169, training acc: 0.460, instruction: Not (False and True) and not (False or True) and not (True or False or True)
Step 169, training acc: 0.520, instruction: False and not (False or True)
Step 169, training acc: 0.480, instruction: Not ( True or False ) and not ( not True or not True ) and not ( False or not False )
Step 169, training acc: 0.660, instruction: False or ( True ) or not True is
Step 170, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 170, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 170, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 170, training acc: 0.680, instruction: Not (not False) and not not False
Step 170, training acc: 0.580, instruction: True and (not True or False) and (not (not False or False))
Step 170, training acc: 0.660, instruction: Not (not False) or not False
Step 170, training acc: 0.640, instruction: Not ( False or not not False ) and True
Step 170, training acc: 0.620, instruction: True and not False and not (True or False or not not False)
Step 171, training acc: 0.680, instruction: Not (not False) and not not False
Step 171, training acc: 0.660, instruction: True or False or (True and not False)
Step 171, training acc: 0.780, instruction: Not not not False
Step 171, training acc: 0.680, instruction: Not (not False) and not not False
Step 171, training acc: 0.440, instruction: Not (True or not False) and not (not (not False) and False)
Step 171, training acc: 0.620, instruction: Not (not False) or not False or not not False
Step 171, training acc: 0.560, instruction: Not ( False or not False ) and not ( not False and True )
Step 171, training acc: 0.860, instruction: Not False and not False and not False
Step 172, training acc: 0.600, instruction: False and not (True and not not False) and (not False)
Step 172, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 172, training acc: 0.640, instruction: Not (False or not False) and not False
Step 172, training acc: 0.920, instruction: Not ( False and True ) and not ( not ( False or not False ) and ( not False ) ) is False
Step 172, training acc: 0.880, instruction: False and True
Step 172, training acc: 0.640, instruction: Not (not False) and not (False or not False) and not (True or False or True)
Step 172, training acc: 0.560, instruction: Not (not False) and not (False or not False) and (not False)
Step 173, training acc: 0.440, instruction: Not (not False) and not (not True)
Step 173, training acc: 0.540, instruction: False and not (False and True) and not (not False)
Step 173, training acc: 0.680, instruction: Not False
Step 173, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 173, training acc: 0.580, instruction: Not (False or True) and (True or not False)
Step 173, training acc: 0.840, instruction: False and (True or not False) is False
Step 173, training acc: 0.720, instruction: Not False and not True or not True
Step 174, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 174, training acc: 0.440, instruction: Not (False or not (True or not False))
Step 174, training acc: 0.880, instruction: False and False and not (False and not not False) is False
Step 174, training acc: 0.600, instruction: Not (False or (False)) and not (True and not False)
Step 174, training acc: 0.460, instruction: Not (not False) and not (True or not False)
Step 174, training acc: 0.420, instruction: Not ( True or not not False )
Step 174, training acc: 0.840, instruction: False or not False
Step 175, training acc: 0.660, instruction: True or False or (True and False)
Step 175, training acc: 0.880, instruction: True and not (not True) is True
Step 175, training acc: 0.680, instruction: Not False
Step 175, training acc: 0.660, instruction: Not ( False and not False ) and not not False
Step 175, training acc: 0.580, instruction: Not (not True) and not not True
Step 175, training acc: 0.680, instruction: Not ( False )
Step 175, training acc: 0.500, instruction: Not (not (False ) and False )
Step 175, training acc: 0.560, instruction: Not (not False) and not (not not False)
Step 176, training acc: 0.880, instruction: True and not True
Step 176, training acc: 0.400, instruction: False and True and not (True and not True) is
Step 176, training acc: 0.680, instruction: Not (not False) and not not False
Step 176, training acc: 0.880, instruction: True and not True
Step 176, training acc: 0.500, instruction: False and not (True and not False) and not (not False)
Step 176, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 177, training acc: 0.880, instruction: False and not (True or False or True) is False
Step 177, training acc: 0.560, instruction: True or False or (True and not False) and (not False)
Step 177, training acc: 0.800, instruction: False or True and not False
Step 177, training acc: 0.560, instruction: Not ( not False ) and not not False
Step 177, training acc: 0.800, instruction: 
Step 177, training acc: 0.440, instruction: False and False or ( not True and True )
Step 177, training acc: 0.360, instruction: False and ( not ( True or not False ) and ( not False ) )
Step 177, training acc: 0.860, instruction: False or (False) or not True is False
Step 178, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 178, training acc: 0.660, instruction: True or False or (True and not False)
Step 178, training acc: 0.680, instruction: False or True and not not False
Step 178, training acc: 0.560, instruction: Not ( not False ) and not not False
Step 178, training acc: 0.300, instruction: Not ( False or True ) and not ( not True and not False )
Step 178, training acc: 0.740, instruction: False or not not False and not (False or not not not True) and (not False)
Step 178, training acc: 0.400, instruction: Not ( True and not False ) and not ( not ( False or not False ) and ( not False ) )
Step 178, training acc: 0.840, instruction: False or not False
Step 179, training acc: 0.420, instruction: False and not ( True and not not False ) and ( not False )
Step 179, training acc: 0.560, instruction: True or False or (True and not False) and (not False)
Step 179, training acc: 0.800, instruction: False or True and not False
Step 179, training acc: 0.560, instruction: Not ( not False ) and not not False
Step 179, training acc: 0.480, instruction: Not (True or not False) and not (False or not True)
Step 179, training acc: 0.880, instruction: True and False and not (True and False and False) is False
Step 179, training acc: 0.540, instruction: Not ( True and False ) and not ( False and not False )
Step 180, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 180, training acc: 0.540, instruction: Not ( not True ) and not False
Step 180, training acc: 0.500, instruction: False and False and (not False or not True)
Step 180, training acc: 0.940, instruction: False and not (True and not False) and (not False) is False
Step 180, training acc: 0.880, instruction: True and (not True or not False) is False
Step 180, training acc: 0.340, instruction: Not (False and not True) or not False is
Step 180, training acc: 0.580, instruction: False and (not False) and not (True or not False)
Step 180, training acc: 0.860, instruction: Not False and not True or not True is False
Step 181, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 181, training acc: 0.860, instruction: True or False or (True and not False) is True
Step 181, training acc: 0.880, instruction: False or (True and not False) and (not False) is False
Step 181, training acc: 0.640, instruction: True and not not False or False
Step 181, training acc: 0.920, instruction: True and False and not (True or False or True) is False
Step 181, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 182, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 182, training acc: 0.700, instruction: Not (not False) or False
Step 182, training acc: 0.520, instruction: False and True and ( not False ) and ( not not False ) or not ( not not False ) or False
Step 182, training acc: 0.600, instruction: Not (False or True) and not (False and not False)
Step 182, training acc: 0.860, instruction: Not (not False) and False and False or False is False
Step 182, training acc: 0.280, instruction: Not (not (not True)) and (not (False))
Step 183, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 183, training acc: 0.840, instruction: Not ( True or True ) and False is False
Step 183, training acc: 0.520, instruction: False or True and not (False and not True)
Step 183, training acc: 0.880, instruction: False and not (True or False or True) is False
Step 183, training acc: 0.460, instruction: Not ( True and not False ) and not ( False or not False )
Step 183, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 184, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 184, training acc: 0.680, instruction: True and not False and (False or not not False)
Step 184, training acc: 0.740, instruction: False or True or not False
Step 184, training acc: 0.500, instruction: False and not (True and not False) and not (not False)
Step 184, training acc: 0.680, instruction: Not ( not False and not True ) and (not False)
Step 184, training acc: 0.520, instruction: False and not (False or True)
Step 184, training acc: 0.360, instruction: Not ( True and not True ) or True and True
Step 184, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 185, training acc: 0.660, instruction: True or False or (True and False)
Step 185, training acc: 0.540, instruction: False and not (False and True) and not (not False)
Step 185, training acc: 0.640, instruction: False or True and not (True and not False)
Step 185, training acc: 0.560, instruction: Not ( not False ) and not not False
Step 185, training acc: 0.440, instruction: True and False and not (True and not False) and (not False)
Step 185, training acc: 0.500, instruction: False and not (True and not False) and not (not False)
Step 185, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 186, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 186, training acc: 0.680, instruction: True and not (not True)
Step 186, training acc: 0.680, instruction: False or True and not not False
Step 186, training acc: 0.760, instruction: False and not not False
Step 186, training acc: 0.520, instruction: Not ( True and False ) and not ( False or not False )
Step 186, training acc: 0.900, instruction: True and not not (not False) is True
Step 186, training acc: 0.460, instruction: Not ( True or not ( not False ) )
Step 186, training acc: 0.540, instruction: False and not (True or not not False) and (not False)
Step 187, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 187, training acc: 0.860, instruction: True and False and (not False or not False) is False
Step 187, training acc: 0.540, instruction: False or True or not (True or False or False)
Step 187, training acc: 0.540, instruction: Not ( True or not False ) and not False
Step 187, training acc: 0.520, instruction: Not ( not True and not False ) and (not False)
Step 187, training acc: 0.480, instruction: False and not (False or not not True)
Step 187, training acc: 0.440, instruction: Not ( False or not not False )
Step 187, training acc: 0.780, instruction: False or not not not False
Step 188, training acc: 0.660, instruction: True and False and not (True and False)
Step 188, training acc: 0.600, instruction: True and False and (False or not False)
Step 188, training acc: 0.800, instruction: False or True and not False
Step 188, training acc: 0.660, instruction: Not (not False) and not not False and not True
Step 188, training acc: 0.520, instruction: Not ( False or True ) and not ( False and not False )
Step 188, training acc: 0.880, instruction: True and False and not (True and False and not False) is False
Step 188, training acc: 0.540, instruction: Not ( True and False ) and not ( False and not False )
Step 188, training acc: 0.840, instruction: False or not False
Step 189, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 189, training acc: 0.480, instruction: Not (not (True and False)) and (not False)
Step 189, training acc: 0.940, instruction: False and not (True and not False) and (not False) is False
Step 189, training acc: 0.660, instruction: Not ( True or not not False ) or not False
Step 189, training acc: 0.560, instruction: Not (not True)
